Time,X,Y,Theta,X_Dest,Y_Dest,Lin_Vel,Ang_Vel
"12:30:29,092",3.99934,1.8601,1.56672,NaN,NaN,NaN,NaN
"12:30:29,168",NaN,NaN,NaN,NaN,NaN,0.21678,-0.00121585
"12:30:29,192",3.99943,1.8812,1.56652,NaN,NaN,NaN,NaN
"12:30:29,243",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:29,269",NaN,NaN,NaN,NaN,NaN,0.186003,-0.00133736
"12:30:29,292",3.99951,1.89934,1.56619,NaN,NaN,NaN,NaN
"12:30:29,368",NaN,NaN,NaN,NaN,NaN,0.161456,-0.0020615
"12:30:29,392",3.99959,1.91511,1.56615,NaN,NaN,NaN,NaN
"12:30:29,443",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:29,469",NaN,NaN,NaN,NaN,NaN,0.138615,0.000738036
"12:30:29,492",3.99965,1.9286,1.56607,NaN,NaN,NaN,NaN
"12:30:29,553",3.99968,1.93583,1.56595,NaN,NaN,NaN,NaN
"12:30:29,570",NaN,NaN,NaN,NaN,NaN,0.11697,0.0139049
"12:30:29,578",4.00103,1.94072,1.5644,NaN,NaN,NaN,NaN
"12:30:29,594",4.00103,1.94161,1.56376,NaN,NaN,NaN,NaN
"12:30:29,614",4.00101,1.94403,1.56265,NaN,NaN,NaN,NaN
"12:30:29,627",4.001,1.94571,1.56415,NaN,NaN,NaN,NaN
"12:30:29,643",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:29,651",NaN,1.94842,1.56699,NaN,NaN,NaN,NaN
"12:30:29,669",NaN,NaN,NaN,NaN,NaN,0.0991571,0.0108263
"12:30:29,684",4.00003,1.95078,1.56362,NaN,NaN,NaN,NaN
"12:30:29,739",4.00004,1.95631,1.56522,NaN,NaN,NaN,NaN
"12:30:29,758",4.00002,1.95806,1.56726,NaN,NaN,NaN,NaN
"12:30:29,772",NaN,NaN,NaN,NaN,NaN,0.082585,0.00226262
"12:30:29,779",3.99998,1.96024,1.56842,NaN,NaN,NaN,NaN
"12:30:29,800",4.00001,1.96091,1.56666,NaN,NaN,NaN,NaN
"12:30:29,812",4.00001,1.96233,1.56336,NaN,NaN,NaN,NaN
"12:30:29,835",4.00002,1.9644,1.56183,NaN,NaN,NaN,NaN
"12:30:29,843",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:29,851",4.00002,1.96441,1.56543,NaN,NaN,NaN,NaN
"12:30:29,868",NaN,1.96529,1.56811,NaN,NaN,NaN,NaN
"12:30:29,875",NaN,NaN,NaN,NaN,NaN,0.0709775,-0.000999443
"12:30:29,890",3.99999,1.96737,1.56806,NaN,NaN,NaN,NaN
"12:30:29,905",4.00001,1.9681,1.56555,NaN,NaN,NaN,NaN
"12:30:29,923",4.00003,1.96996,1.56371,NaN,NaN,NaN,NaN
"12:30:29,941",4.00003,1.97185,1.56476,NaN,NaN,NaN,NaN
"12:30:29,959",NaN,1.97292,1.56632,NaN,NaN,NaN,NaN
"12:30:29,970",NaN,NaN,NaN,NaN,NaN,0.0587068,-0.000417294
"12:30:29,981",3.99998,1.97329,1.56725,NaN,NaN,NaN,NaN
"12:30:29,995",4.00001,1.97377,1.56639,NaN,NaN,NaN,NaN
"12:30:30,012",4.00003,1.97549,1.56644,NaN,NaN,NaN,NaN
"12:30:30,032",4.00002,1.97676,1.56704,NaN,NaN,NaN,NaN
"12:30:30,043",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:30,052",4.00001,1.97689,1.56498,NaN,NaN,NaN,NaN
"12:30:30,070",NaN,NaN,NaN,NaN,NaN,0.0500508,-0.00099038
"12:30:30,078",4.00002,1.97811,1.56456,NaN,NaN,NaN,NaN
"12:30:30,087",4.00001,1.97819,1.56563,NaN,NaN,NaN,NaN
"12:30:30,104",NaN,1.97932,1.56554,NaN,NaN,NaN,NaN
"12:30:30,121",3.99999,1.9808,1.56427,NaN,NaN,NaN,NaN
"12:30:30,140",NaN,1.98226,1.5631,NaN,NaN,NaN,NaN
"12:30:30,158",4.00002,1.98309,1.56301,NaN,NaN,NaN,NaN
"12:30:30,170",NaN,NaN,NaN,NaN,NaN,0.0406397,0.00099855
"12:30:30,178",4.00002,1.98264,1.56376,NaN,NaN,NaN,NaN
"12:30:30,197",4.00001,1.98346,1.5638,NaN,NaN,NaN,NaN
"12:30:30,212",3.99999,1.98425,1.56434,NaN,NaN,NaN,NaN
"12:30:30,229",3.99998,1.98545,1.56612,NaN,NaN,NaN,NaN
"12:30:30,243",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:30,250",3.99999,1.98594,1.56651,NaN,NaN,NaN,NaN
"12:30:30,267",4.00001,1.98616,1.56405,NaN,NaN,NaN,NaN
"12:30:30,275",NaN,NaN,NaN,NaN,NaN,0.0332431,-0.000658747
"12:30:30,285",4.00002,1.98677,1.56192,NaN,NaN,NaN,NaN
"12:30:30,302",4.00002,1.98714,1.56248,NaN,NaN,NaN,NaN
"12:30:30,320",NaN,1.98787,1.56556,NaN,NaN,NaN,NaN
"12:30:30,338",3.99998,1.98824,1.56702,NaN,NaN,NaN,NaN
"12:30:30,357",3.99999,1.98888,1.56498,NaN,NaN,NaN,NaN
"12:30:30,370",NaN,NaN,NaN,NaN,NaN,0.0282225,0.00102774
"12:30:30,378",4.00001,1.98917,1.56095,NaN,NaN,NaN,NaN
"12:30:30,394",4.00001,1.98988,1.56391,NaN,NaN,NaN,NaN
"12:30:30,411",NaN,1.99016,1.56617,NaN,NaN,NaN,NaN
"12:30:30,429",3.99999,1.99074,1.56655,NaN,NaN,NaN,NaN
"12:30:30,444",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:30,451",NaN,1.99107,1.5638,NaN,NaN,NaN,NaN
"12:30:30,467",NaN,1.99173,1.56329,NaN,NaN,NaN,NaN
"12:30:30,475",NaN,NaN,NaN,NaN,NaN,0.0225731,-2.26092
"12:30:30,484",NaN,1.99206,1.56341,NaN,NaN,NaN,NaN
"12:30:30,503",NaN,1.99175,1.5635,NaN,NaN,NaN,NaN
"12:30:30,520",NaN,1.99202,1.56354,NaN,NaN,NaN,NaN
"12:30:30,538",NaN,1.99262,1.56289,NaN,NaN,NaN,NaN
"12:30:30,556",NaN,1.99292,1.56289,NaN,NaN,NaN,NaN
"12:30:30,571",NaN,NaN,NaN,NaN,NaN,0.0187883,-0.000741072
"12:30:30,578",NaN,1.99369,1.56346,NaN,NaN,NaN,NaN
"12:30:30,595",NaN,1.99362,1.56216,NaN,NaN,NaN,NaN
"12:30:30,612",NaN,1.99324,1.56006,NaN,NaN,NaN,NaN
"12:30:30,630",NaN,1.99394,1.56068,NaN,NaN,NaN,NaN
"12:30:30,645",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:30,653",NaN,1.99501,1.56352,NaN,NaN,NaN,NaN
"12:30:30,667",NaN,1.99528,1.56364,NaN,NaN,NaN,NaN
"12:30:30,675",NaN,NaN,NaN,NaN,NaN,0.0102753,-0.000441351
"12:30:30,686",NaN,1.99535,1.56364,NaN,NaN,NaN,NaN
"12:30:30,703",NaN,1.99525,1.56335,NaN,NaN,NaN,NaN
"12:30:30,720",NaN,1.99524,1.56354,NaN,NaN,NaN,NaN
"12:30:30,740",NaN,1.99603,1.56348,NaN,NaN,NaN,NaN
"12:30:30,760",NaN,1.9961,1.56343,NaN,NaN,NaN,NaN
"12:30:30,771",NaN,NaN,NaN,NaN,NaN,0.00704871,-0.000660903
"12:30:30,778",NaN,1.99621,1.56292,NaN,NaN,NaN,NaN
"12:30:30,795",NaN,1.99622,1.56233,NaN,NaN,NaN,NaN
"12:30:30,812",NaN,1.99609,1.56286,NaN,NaN,NaN,NaN
"12:30:30,830",NaN,1.99599,1.56314,NaN,NaN,NaN,NaN
"12:30:30,845",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:30,853",NaN,1.99602,1.56276,NaN,NaN,NaN,NaN
"12:30:30,867",NaN,1.99615,1.56273,NaN,NaN,NaN,NaN
"12:30:30,875",NaN,NaN,NaN,NaN,NaN,0.00530028,-0.00092698
"12:30:30,884",NaN,1.99626,1.56294,NaN,NaN,NaN,NaN
"12:30:30,902",NaN,1.99621,1.5621,NaN,NaN,NaN,NaN
"12:30:30,921",NaN,1.99604,1.56126,NaN,NaN,NaN,NaN
"12:30:30,938",NaN,1.99591,1.56263,NaN,NaN,NaN,NaN
"12:30:30,956",NaN,1.99696,1.56459,NaN,NaN,NaN,NaN
"12:30:30,971",NaN,NaN,NaN,NaN,NaN,0.00490808,-3.24555
"12:30:30,979",NaN,1.99815,1.56476,NaN,NaN,NaN,NaN
"12:30:30,995",NaN,1.99715,1.56252,NaN,NaN,NaN,NaN
"12:30:31,013",NaN,1.99607,1.55975,NaN,NaN,NaN,NaN
"12:30:31,030",NaN,1.99598,1.55899,NaN,NaN,NaN,NaN
"12:30:31,045",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:31,053",NaN,1.997,1.56147,NaN,NaN,NaN,NaN
"12:30:31,066",NaN,1.99711,1.56277,NaN,NaN,NaN,NaN
"12:30:31,074",NaN,NaN,NaN,NaN,NaN,0.00382734,0.000241769
"12:30:31,084",NaN,1.99721,1.56415,NaN,NaN,NaN,NaN
"12:30:31,102",NaN,1.99715,1.56484,NaN,NaN,NaN,NaN
"12:30:31,120",NaN,1.99702,1.56322,NaN,NaN,NaN,NaN
"12:30:31,140",NaN,1.99693,1.56181,NaN,NaN,NaN,NaN
"12:30:31,157",NaN,1.9971,1.56257,NaN,NaN,NaN,NaN
"12:30:31,171",NaN,NaN,NaN,NaN,NaN,0.00324326,0.00017763
"12:30:31,179",NaN,1.99824,1.56348,NaN,NaN,NaN,NaN
"12:30:31,194",NaN,1.9981,1.56337,NaN,NaN,NaN,NaN
"12:30:31,211",NaN,1.99791,1.56271,NaN,NaN,NaN,NaN
"12:30:31,230",NaN,1.99785,1.56211,NaN,NaN,NaN,NaN
"12:30:31,238",NaN,NaN,NaN,NaN,NaN,0.00260659,-0.000500302
"12:30:31,246",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:31,254",NaN,1.9981,1.56332,NaN,NaN,NaN,NaN
"12:30:31,267",NaN,1.99837,1.56461,NaN,NaN,NaN,NaN
"12:30:31,285",NaN,1.99843,1.56695,NaN,NaN,NaN,NaN
"12:30:31,303",NaN,1.99822,1.57005,NaN,NaN,NaN,NaN
"12:30:31,321",NaN,1.99796,1.57428,NaN,NaN,NaN,NaN
"12:30:31,339",NaN,1.99802,1.5798,NaN,NaN,NaN,NaN
"12:30:31,348",NaN,NaN,NaN,NaN,NaN,0.00967515,0.230621
"12:30:31,357",NaN,1.99822,1.5866,NaN,NaN,NaN,NaN
"12:30:31,375",3.99999,1.99937,1.5943,NaN,NaN,NaN,NaN
"12:30:31,394",3.99999,2.00031,1.60304,NaN,NaN,NaN,NaN
"12:30:31,412",NaN,2.00004,1.61234,NaN,NaN,NaN,NaN
"12:30:31,430",NaN,1.99883,1.62221,NaN,NaN,NaN,NaN
"12:30:31,446",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:31,453",NaN,NaN,NaN,NaN,NaN,0.00672634,0.518047
"12:30:31,463",3.99999,1.99796,1.64086,NaN,NaN,NaN,NaN
"12:30:31,471",3.99999,1.99916,1.64763,NaN,NaN,NaN,NaN
"12:30:31,485",3.99999,2.00033,1.65742,NaN,NaN,NaN,NaN
"12:30:31,503",3.99998,2.00136,1.67083,NaN,NaN,NaN,NaN
"12:30:31,521",3.99998,2.00117,1.68525,NaN,NaN,NaN,NaN
"12:30:31,540",3.99998,1.99993,1.7018,NaN,NaN,NaN,NaN
"12:30:31,549",NaN,NaN,NaN,NaN,NaN,0.00644324,0.783033
"12:30:31,560",3.99999,1.99883,1.71997,NaN,NaN,NaN,NaN
"12:30:31,579",3.99997,2.00018,1.73842,NaN,NaN,NaN,NaN
"12:30:31,598",3.99995,2.0015,1.75574,NaN,NaN,NaN,NaN
"12:30:31,618",3.99996,2.00144,1.77374,NaN,NaN,NaN,NaN
"12:30:31,637",3.99996,2.00017,1.79082,NaN,NaN,NaN,NaN
"12:30:31,646",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:31,654",NaN,NaN,NaN,NaN,NaN,0.00516172,0.896564
"12:30:31,662",3.99997,1.99889,1.81326,NaN,NaN,NaN,NaN
"12:30:31,673",3.99998,2.0001,1.82349,NaN,NaN,NaN,NaN
"12:30:31,691",3.99995,2.00142,1.83968,NaN,NaN,NaN,NaN
"12:30:31,708",3.99995,2.00141,1.85507,NaN,NaN,NaN,NaN
"12:30:31,727",3.99997,2.0001,1.87223,NaN,NaN,NaN,NaN
"12:30:31,745",3.99999,1.99877,1.88842,NaN,NaN,NaN,NaN
"12:30:31,753",NaN,NaN,NaN,NaN,NaN,0.00505068,0.896628
"12:30:31,763",NaN,1.99876,1.90489,NaN,NaN,NaN,NaN
"12:30:31,782",3.99998,2.00007,1.92197,NaN,NaN,NaN,NaN
"12:30:31,801",3.99995,2.00138,1.93957,NaN,NaN,NaN,NaN
"12:30:31,817",3.99997,2.00233,1.95439,NaN,NaN,NaN,NaN
"12:30:31,840",3.99999,2.00202,1.97586,NaN,NaN,NaN,NaN
"12:30:31,848",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:31,856",NaN,NaN,NaN,NaN,NaN,0.00319055,0.927234
"12:30:31,864",3.99995,2.00112,1.99818,NaN,NaN,NaN,NaN
"12:30:31,880",3.99995,2.00111,2.01308,NaN,NaN,NaN,NaN
"12:30:31,894",3.99998,2.00004,2.02609,NaN,NaN,NaN,NaN
"12:30:31,912",NaN,1.99898,2.04285,NaN,NaN,NaN,NaN
"12:30:31,931",3.99999,2.00001,2.06066,NaN,NaN,NaN,NaN
"12:30:31,947",NaN,NaN,NaN,NaN,NaN,0.00314026,0.933417
"12:30:31,955",3.99994,2.00211,2.08325,NaN,NaN,NaN,NaN
"12:30:31,967",3.99996,2.00107,2.09441,NaN,NaN,NaN,NaN
"12:30:31,985",3.99996,2.00007,2.11137,NaN,NaN,NaN,NaN
"12:30:32,003",3.99998,2.00002,2.12833,NaN,NaN,NaN,NaN
"12:30:32,021",3.99998,2.00102,2.14541,NaN,NaN,NaN,NaN
"12:30:32,044",3.99999,2.00202,2.16724,NaN,NaN,NaN,NaN
"12:30:32,052",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:32,060",NaN,NaN,NaN,NaN,NaN,0.0022158,0.946216
"12:30:32,068",3.99995,2.00108,2.19008,NaN,NaN,NaN,NaN
"12:30:32,081",NaN,2.001,2.20152,NaN,NaN,NaN,NaN
"12:30:32,098",3.99999,2.00101,2.2186,NaN,NaN,NaN,NaN
"12:30:32,115",3.99997,2.00104,2.23471,NaN,NaN,NaN,NaN
"12:30:32,134",3.99994,2.00108,2.253,NaN,NaN,NaN,NaN
"12:30:32,147",NaN,NaN,NaN,NaN,NaN,0.00343931,0.95692
"12:30:32,159",3.99992,2.0011,2.27306,NaN,NaN,NaN,NaN
"12:30:32,173",3.99993,2.00109,2.29034,NaN,NaN,NaN,NaN
"12:30:32,196",3.99996,2.00104,2.31222,NaN,NaN,NaN,NaN
"12:30:32,216",3.99995,2.00105,2.33175,NaN,NaN,NaN,NaN
"12:30:32,233",3.99999,2.00102,2.34811,NaN,NaN,NaN,NaN
"12:30:32,246",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:32,254",NaN,NaN,NaN,NaN,NaN,0.00118069,0.960384
"12:30:32,262",3.99998,2.00101,2.37582,NaN,NaN,NaN,NaN
"12:30:32,270",3.99999,2.00101,2.38372,NaN,NaN,NaN,NaN
"12:30:32,283",3.99994,2.00106,2.39628,NaN,NaN,NaN,NaN
"12:30:32,305",3.99993,2.00107,2.41755,NaN,NaN,NaN,NaN
"12:30:32,321",3.99993,2.00106,2.43322,NaN,NaN,NaN,NaN
"12:30:32,338",3.99897,2.00002,2.44974,NaN,NaN,NaN,NaN
"12:30:32,348",NaN,NaN,NaN,NaN,NaN,0.00129674,0.965291
"12:30:32,359",3.99801,1.99898,2.46718,NaN,NaN,NaN,NaN
"12:30:32,377",3.99703,1.99897,2.4876,NaN,NaN,NaN,NaN
"12:30:32,392",3.99797,2.00003,2.50218,NaN,NaN,NaN,NaN
"12:30:32,410",3.99895,2.00105,2.51963,NaN,NaN,NaN,NaN
"12:30:32,429",3.99899,2.00102,2.53522,NaN,NaN,NaN,NaN
"12:30:32,444",3.998,NaN,2.5527,NaN,NaN,NaN,NaN
"12:30:32,452",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:32,547",NaN,NaN,NaN,NaN,NaN,0.00139327,0.978233
"12:30:32,557",3.997,1.99899,2.66323,NaN,NaN,NaN,NaN
"12:30:32,575",3.99799,NaN,2.68087,NaN,NaN,NaN,NaN
"12:30:32,594",3.999,2.00201,2.6996,NaN,NaN,NaN,NaN
"12:30:32,613",3.99897,2.00303,2.71813,NaN,NaN,NaN,NaN
"12:30:32,631",3.99798,2.00201,2.73553,NaN,NaN,NaN,NaN
"12:30:32,646",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:32,654",3.99695,2.00001,2.75499,NaN,NaN,NaN,NaN
"12:30:32,663",NaN,NaN,NaN,NaN,NaN,0.00113147,0.924791
"12:30:32,671",3.99795,2.00102,2.77022,NaN,NaN,NaN,NaN
"12:30:32,680",3.99895,2.00203,2.77714,NaN,NaN,NaN,NaN
"12:30:32,698",3.99896,2.00203,2.79265,NaN,NaN,NaN,NaN
"12:30:32,715",3.998,2.001,2.80595,NaN,NaN,NaN,NaN
"12:30:32,733",3.99701,1.99998,2.81924,NaN,NaN,NaN,NaN
"12:30:32,747",NaN,NaN,NaN,NaN,NaN,0.00151673,0.781789
"12:30:32,755",3.99699,1.99999,2.83479,NaN,NaN,NaN,NaN
"12:30:32,772",3.99798,2.00101,2.84643,NaN,NaN,NaN,NaN
"12:30:32,790",3.99899,2.00202,2.85827,NaN,NaN,NaN,NaN
"12:30:32,806",3.99903,2.00201,2.86874,NaN,NaN,NaN,NaN
"12:30:32,825",3.998,2.001,2.88054,NaN,NaN,NaN,NaN
"12:30:32,840",3.99701,1.99998,2.88944,NaN,NaN,NaN,NaN
"12:30:32,848",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:33,949",NaN,NaN,NaN,NaN,NaN,0.00299095,0.0217592
"12:30:33,959",3.998,2.002,3.13296,NaN,NaN,NaN,NaN
"12:30:33,977",3.99795,2.002,3.13317,NaN,NaN,NaN,NaN
"12:30:33,995",3.99791,2.002,3.13325,NaN,NaN,NaN,NaN
"12:30:34,013",3.99789,2.002,3.13345,NaN,NaN,NaN,NaN
"12:30:34,033",3.99792,2.002,3.13369,NaN,NaN,NaN,NaN
"12:30:34,047",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:34,055",NaN,NaN,NaN,NaN,NaN,0.00338204,0.0132811
"12:30:34,063",3.99782,2.002,3.13417,NaN,NaN,NaN,NaN
"12:30:34,071",3.99691,2.002,3.13425,NaN,NaN,NaN,NaN
"12:30:34,088",3.99599,2.002,3.13445,NaN,NaN,NaN,NaN
"12:30:34,106",3.99602,2.002,3.1347,NaN,NaN,NaN,NaN
"12:30:34,123",3.99699,2.002,3.13486,NaN,NaN,NaN,NaN
"12:30:34,142",3.99792,2.002,3.13506,NaN,NaN,NaN,NaN
"12:30:34,150",NaN,NaN,NaN,NaN,NaN,0.00280619,0.0110198
"12:30:34,159",3.9979,2.002,3.13522,NaN,NaN,NaN,NaN
"12:30:34,178",3.99695,2.002,3.13534,NaN,NaN,NaN,NaN
"12:30:34,195",3.99602,2.002,3.13546,NaN,NaN,NaN,NaN
"12:30:34,213",3.99602,2.002,3.13566,NaN,NaN,NaN,NaN
"12:30:34,231",3.99696,2.002,3.13582,NaN,NaN,NaN,NaN
"12:30:34,247",NaN,NaN,NaN,4.0,2.0,NaN,NaN
"12:30:34,255",NaN,NaN,NaN,NaN,NaN,0.0022624,0.00888434
"12:30:34,263",3.99786,2.002,3.13615,NaN,NaN,NaN,NaN
"12:30:34,270",3.99694,2.002,3.13619,NaN,NaN,NaN,NaN
"12:30:34,288",3.99602,2.002,3.13631,NaN,NaN,NaN,NaN
"12:30:34,305",3.99605,2.002,3.13643,NaN,NaN,NaN,NaN
"12:30:34,322",3.997,2.002,3.13655,NaN,NaN,NaN,NaN
"12:30:34,340",3.99792,2.002,3.13667,NaN,NaN,NaN,NaN
"12:30:34,349",NaN,NaN,NaN,NaN,NaN,0.00174519,0.00685329
"12:30:34,359",3.99789,2.002,3.13679,NaN,NaN,NaN,NaN
"12:30:34,378",3.99694,2.002,3.13691,NaN,NaN,NaN,NaN
"12:30:34,387",NaN,NaN,NaN,NaN,NaN,0.00167102,0.00656204
"12:30:34,397",3.99599,2.002,3.13475,NaN,NaN,NaN,NaN
"12:30:34,415",3.99565,2.002,3.13493,NaN,NaN,NaN,NaN
"12:30:34,432",3.9961,2.00201,3.1353,NaN,NaN,NaN,NaN
"12:30:34,447",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:34,455",3.99632,2.00201,3.13788,NaN,NaN,NaN,NaN
"12:30:34,468",3.99538,2.00201,3.13721,NaN,NaN,NaN,NaN
"12:30:34,486",3.99349,2.00201,3.13676,NaN,NaN,NaN,NaN
"12:30:34,495",NaN,NaN,NaN,NaN,NaN,0.0566212,0.0389183
"12:30:34,504",3.99247,2.00201,3.13581,NaN,NaN,NaN,NaN
"12:30:34,523",3.99199,2.00201,3.13777,NaN,NaN,NaN,NaN
"12:30:34,541",3.99148,2.002,3.14384,NaN,NaN,NaN,NaN
"12:30:34,559",3.98916,2.00198,3.14669,NaN,NaN,NaN,NaN
"12:30:34,577",3.98519,2.00097,3.1441,NaN,NaN,NaN,NaN
"12:30:34,595",3.98137,2.001,3.13909,NaN,NaN,NaN,NaN
"12:30:34,603",NaN,NaN,NaN,NaN,NaN,0.131676,0.0211249
"12:30:34,615",3.97796,2.00204,3.13745,NaN,NaN,NaN,NaN
"12:30:34,633",3.977,2.00201,3.14208,NaN,NaN,NaN,NaN
"12:30:34,647",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:34,655",3.9749,2.00195,3.14701,NaN,NaN,NaN,NaN
"12:30:34,671",3.97041,2.00098,3.14269,NaN,NaN,NaN,NaN
"12:30:34,685",3.96593,2.00004,3.13813,NaN,NaN,NaN,NaN
"12:30:34,695",NaN,NaN,NaN,NaN,NaN,0.19449,0.0184144
"12:30:34,705",3.96155,2.00008,3.13818,NaN,NaN,NaN,NaN
"12:30:34,724",3.9583,2.00203,3.14294,NaN,NaN,NaN,NaN
"12:30:34,741",3.95571,2.00393,3.14787,NaN,NaN,NaN,NaN
"12:30:34,759",3.95142,2.00386,3.14978,NaN,NaN,NaN,NaN
"12:30:34,796",NaN,NaN,NaN,NaN,NaN,0.265638,0.0132793
"12:30:34,813",3.93512,2.00187,3.14581,NaN,NaN,NaN,NaN
"12:30:34,833",3.92836,2.00095,3.14609,NaN,NaN,NaN,NaN
"12:30:34,847",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:34,896",NaN,NaN,NaN,NaN,NaN,0.333307,0.00362303
"12:30:34,941",3.89059,2.0008,3.14642,NaN,NaN,NaN,NaN
"12:30:34,996",NaN,NaN,NaN,NaN,NaN,0.404686,0.00230683
"12:30:35,041",3.84728,2.00058,3.14666,NaN,NaN,NaN,NaN
"12:30:35,049",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:35,096",NaN,NaN,NaN,NaN,NaN,0.476548,0.00110438
"12:30:35,141",3.7968,2.00032,3.14683,NaN,NaN,NaN,NaN
"12:30:35,195",NaN,NaN,NaN,NaN,NaN,0.547968,0.000637125
"12:30:35,241",3.73922,2.00003,3.14658,NaN,NaN,NaN,NaN
"12:30:35,249",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:35,296",NaN,NaN,NaN,NaN,NaN,0.621063,-0.00265453
"12:30:35,342",3.67357,1.99971,3.14614,NaN,NaN,NaN,NaN
"12:30:35,396",NaN,NaN,NaN,NaN,NaN,0.694135,-0.0050001
"12:30:35,441",3.60149,1.99939,3.14566,NaN,NaN,NaN,NaN
"12:30:35,449",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:35,497",NaN,NaN,NaN,NaN,NaN,0.766064,-0.00655382
"12:30:35,542",3.52175,1.99909,3.14505,NaN,NaN,NaN,NaN
"12:30:35,597",NaN,NaN,NaN,NaN,NaN,0.842016,-0.00822645
"12:30:35,642",3.43477,1.99882,3.14433,NaN,NaN,NaN,NaN
"12:30:35,650",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:35,697",NaN,NaN,NaN,NaN,NaN,0.914504,-0.00587796
"12:30:35,741",3.34078,1.9986,3.14368,NaN,NaN,NaN,NaN
"12:30:35,797",NaN,NaN,NaN,NaN,NaN,0.985427,-0.00740804
"12:30:35,842",3.23891,1.99842,3.14308,NaN,NaN,NaN,NaN
"12:30:35,849",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:35,897",NaN,NaN,NaN,NaN,NaN,1.06217,-0.00377874
"12:30:35,942",3.12994,1.99828,3.14276,NaN,NaN,NaN,NaN
"12:30:35,997",NaN,NaN,NaN,NaN,NaN,1.13458,-0.00726678
"12:30:36,043",3.01251,1.99818,3.14191,NaN,NaN,NaN,NaN
"12:30:36,051",3.00287,1.99818,3.14191,NaN,NaN,NaN,NaN
"12:30:36,059",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:36,068",3.00569,1.99384,3.1487,NaN,NaN,NaN,NaN
"12:30:36,097",NaN,NaN,NaN,NaN,NaN,1.20609,-0.0488379
"12:30:36,122",2.96171,1.98887,3.1511,NaN,NaN,NaN,NaN
"12:30:36,197",NaN,NaN,NaN,NaN,NaN,1.28482,-0.0413991
"12:30:36,230",2.79891,1.99263,3.14098,NaN,NaN,NaN,NaN
"12:30:36,248",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:36,297",NaN,NaN,NaN,NaN,NaN,1.35695,-0.0324526
"12:30:36,330",2.66149,1.99294,3.13792,NaN,NaN,NaN,NaN
"12:30:36,398",NaN,NaN,NaN,NaN,NaN,1.43159,-0.013943
"12:30:36,430",2.51684,1.99357,3.13691,NaN,NaN,NaN,NaN
"12:30:36,448",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:36,497",NaN,NaN,NaN,NaN,NaN,1.45142,-0.0069302
"12:30:36,530",2.37114,1.99429,3.13614,NaN,NaN,NaN,NaN
"12:30:36,598",NaN,NaN,NaN,NaN,NaN,1.45748,-0.00616831
"12:30:36,631",2.22376,1.99513,3.13554,NaN,NaN,NaN,NaN
"12:30:36,649",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:36,698",NaN,NaN,NaN,NaN,NaN,1.46394,-0.00317673
"12:30:36,731",2.07699,1.99605,3.13481,NaN,NaN,NaN,NaN
"12:30:36,795",1.9828,1.99668,3.13501,NaN,NaN,NaN,NaN
"12:30:36,803",NaN,NaN,NaN,NaN,NaN,1.46776,-0.00155349
"12:30:36,817",1.95531,2.0007,3.12396,NaN,NaN,NaN,NaN
"12:30:36,834",1.93764,1.99989,3.12368,NaN,NaN,NaN,NaN
"12:30:36,848",NaN,NaN,NaN,1.0,2.0,NaN,NaN
"12:30:36,898",NaN,NaN,NaN,NaN,NaN,1.33941,0.0384943
"12:30:36,943",1.80494,2.00019,3.12941,NaN,NaN,NaN,NaN
"12:30:36,998",NaN,NaN,NaN,NaN,NaN,1.16743,0.0344658
